s_id,special,Do you prefer individual or group projects,Do you have the skill to communicate and persuade others,How do you prefer to communicate with others,How many hours do you spend studying per day,What is the average grade you got in high school in chemistry,What is the average grade you got in high school in physics,What is the average grade you get in high school in mechanics,What is the average grade you get in high school in mathematics,Which do you prefer to solve problems,How do you rate yourself in problem solving and analysis,When you face difficulty managing time effectively and completing tasks on time what will you do,Suppose you are interested in learning the Spanish language and you encounter new phrases or words that you do not know the meaning of after you started learning them what will you do,How do you rate yourself regarding the mathematical solution to engineering problems,What is the importance for you of external training while studying,Can you prepare a work map to solve engineering problems,What field would you like to obtain external training in,How do you manage diversity in the work team,What is your career goal in engineering,Do you prefer to work in the industrial sector academic research or entrepreneurship,Do you have the possibility of selflearning through reading and information technology,Have you ever experienced leading a team or project,What would you like your role to be when you participate in a work or project,How do you see other people modifying the work you have done,How many working hours can you afford in the future,Does the ability to imagine and create something important,What would you do if your team leader or the person responsible for your work told you that everything you did was wrong,With the great development in engineering fields in which engineering field do you prefer to use technology,What do you do when there are different opinions in your work team,Is dividing the required tasks among all your team members important,How likely is the weather to negatively affect you,Would you like to see yourself contributing unique ideas to improve the performance of the project,What do you do with questions or problems that do not have a logical answer or solution,Do you like to connect events together if you are watching your favorite TV show and anticipating what will happen,What is the best solution for managing multiple projects simultaneously from your point of view,Your project had limited resources and you had to make difficult decisions about prioritizing tasks How you will allocate resources,What is a game-changing opportunity that could create more value for the organization than in the past,How do you deal with a difficult manager,How should you deal with an underperforming team member,In your opinion the project life cycle is,In your opinion the most important thing for a project manager,Can you bear sitting in the same place for long hours or do you like tasks that require movement or field visits,Can you determine the classification of risks in the work environment,Can you reconcile work and its pressures and ensure safety and health,Do you feel you have the ability to estimate the costs and benefits related to construction projects,With the existence of artificial intelligence models do you think they can replace place owners such as designers or constructors,Do you like doing calculations manually,How can public places be used to develop civilization from your point of view,Can you break the problem down into smaller parts to come up with creative solutions,Do you feel tired when standing or walking long distances,Do you have any artistic interests writing  drawing  design photography and do you resort to implementing ideas in which you use your imagination
2019401,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019402,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019403,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019404,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019405,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019406,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019407,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019408,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019409,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019410,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019411,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019412,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019413,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019414,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019415,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019416,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019417,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019418,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019419,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019420,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019421,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019422,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019423,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019424,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019425,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019426,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019427,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019428,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019429,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019430,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019431,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019432,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019433,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019434,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019435,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019436,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019437,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019438,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019439,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019440,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019441,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019442,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019443,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019444,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019445,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019446,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019447,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019448,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019449,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019450,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019451,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019452,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019453,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019454,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019455,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019456,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019457,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019458,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019459,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019460,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019461,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
